Id,Geometry,City,Address,Amenity
82753755,POINT (2.1585725 41.4025115),Barcelona,carrer Ramon I Cajal 24,Pharmacy
82781675,POINT (2.157597 41.4031147),Barcelona,carrer Verdi 7,Pharmacy
82781676,POINT (2.1553363 41.4039465),Barcelona,carrer Asturies 54,Pharmacy
192325938,POINT (2.1715874 41.3764247),Barcelona,carrer Nou de Les Rambles 75,Pharmacy
194526301,POINT (2.1732928 41.3782412),Barcelona,carrer Nou de Les Rambles 28,Pharmacy
194528211,POINT (2.1725153 41.3822988),Barcelona,rambla La Rambla 98,Pharmacy
194528925,POINT (2.1671991 41.3753821),Barcelona,ronda Sant Pau 3,Pharmacy
196333977,POINT (2.1674957 41.3774283),Barcelona,carrer Carretes 35,Pharmacy
364741620,POINT (2.1497797 41.3937636),Barcelona,carrer Muntaner 223,Pharmacy
364813692,POINT (2.1445936 41.3933021),Barcelona,plaça Francesc Macià 3,Pharmacy
364829688,POINT (2.1379764 41.3919314),Barcelona,carrer Ganduxer 5,Pharmacy
364844485,POINT (2.1253205 41.3912953),Barcelona,passeig de Manuel Girona 56,Pharmacy
364844493,POINT (2.1226099 41.3906341),Barcelona,passeig de Manuel Girona 28,Pharmacy
430755048,POINT (2.1408569 41.4197988),Barcelona,,Pharmacy
430755135,POINT (2.142485 41.4154874),Barcelona,avinguda Vallcarca 188,Pharmacy
451796001,POINT (2.1751995 41.4469028),Barcelona,carrer Les Torres 58,Pharmacy
452479752,POINT (2.1395126 41.4120106),Barcelona,carrer de Craywinckel 7,Pharmacy
506236252,POINT (2.1784533 41.3942532),Barcelona,carrer Roger De Flor 87,Pharmacy
506236269,POINT (2.189737 41.3923144),Barcelona,carrer de la Marina 69,Pharmacy
599700443,POINT (2.1786434 41.4057761),Barcelona,carrer Mallorca 468,Pharmacy
600301360,POINT (2.1476885 41.3895915),Barcelona,carrer Paris 111,Pharmacy
618460214,POINT (2.1990606 41.4114535),Barcelona,carrer Bac de Roda 168,Pharmacy
652419378,POINT (2.1719165 41.4451469),Barcelona,carrer Alcantara 1,Pharmacy
672769835,POINT (2.1696695 41.3835968),Barcelona,carrer Xucla 21,Pharmacy
672778150,POINT (2.1800918 41.398628),Barcelona,gv corts catalanes 00731,Pharmacy
672779506,POINT (2.1793749 41.4000479),Barcelona,,Pharmacy
674688757,POINT (2.1893469 41.3756728),Barcelona,passeig de Joan de Borbó 72,Pharmacy
691581801,POINT (2.170421 41.3845322),Barcelona,rambla Canaletes 121,Pharmacy
709125037,POINT (2.1432933 41.3751115),Barcelona,carrer Creu Coberta 95,Pharmacy
709125044,POINT (2.1405636 41.3751342),Barcelona,carrer Sants 5,Pharmacy
814996962,POINT (2.1561348 41.3888208),Barcelona,carrer Mallorca 176,Pharmacy
821633375,POINT (2.1785741 41.4410503),Barcelona,carrer Santa Engracia 73,Pharmacy
826085076,POINT (2.1886861 41.3790544),Barcelona,carrer Sant Carles 7,Pharmacy
847716885,POINT (2.1694012 41.417609),Barcelona,carrer de Brusel·les 43,Pharmacy
847721560,POINT (2.1704461 41.4167971),Barcelona,Avinguda Mare de Déu de Montserrat 143,Pharmacy
847721562,POINT (2.1685072 41.4158266),Barcelona,avinguda Mare de Déu de Montserrat 109,Pharmacy
863150513,POINT (2.1723734 41.4188827),Barcelona,avinguda Mare de Déu de Montserrat 158,Pharmacy
868362394,POINT (2.1509493 41.4070128),Barcelona,plaça Lesseps 11,Pharmacy
915706508,POINT (2.1792626 41.4078928),Barcelona,carrer Provença 536,Pharmacy
981803834,POINT (2.131757 41.3680259),Barcelona,riera Blanca 191,Pharmacy
1017920065,POINT (2.1767217 41.4318264),Barcelona,carrer Maladeta 7,Pharmacy
1017920109,POINT (2.1780111 41.4303951),Barcelona,passeig de Fabra i Puig 210,Pharmacy
1017920178,POINT (2.1792112 41.433717),Barcelona,carrer Piferrer 99,Pharmacy
1043786413,POINT (2.1690953 41.3764198),Barcelona,carrer de Sant Pau 112,Pharmacy
1043786520,POINT (2.1708742 41.378022),Barcelona,carrer Sant Pau 70,Pharmacy
1072737446,POINT (2.1752838 41.3845553),Barcelona,avinguda Catedral 1,Pharmacy
1137716661,POINT (2.2060386 41.416416),Barcelona,,Pharmacy
1156309918,POINT (2.1770667 41.4089399),Barcelona,carrer Cartagena 267,Pharmacy
1156310002,POINT (2.1814017 41.406082),Barcelona,carrer València 530,Pharmacy
1163209633,POINT (2.1397402 41.3709031),Barcelona,carrer Gava 59,Pharmacy
1163209638,POINT (2.1388753 41.3696251),Barcelona,carrer Bartomeu Pi 26,Pharmacy
1198011393,POINT (2.1524822 41.3878106),Barcelona,carrer Provença 156,Pharmacy
1215020586,POINT (2.1850032 41.4403511),Barcelona,avinguda Meridiana 479,Pharmacy
1224389971,POINT (2.142307 41.4114618),Barcelona,avinguda de la República Argentina 175,Pharmacy
1235273143,POINT (2.1803522 41.403655),Barcelona,carrer Arago 476,Pharmacy
1316044971,POINT (2.1192464 41.3771897),Barcelona,carrer Pintor Tapiro 11,Pharmacy
1320545234,POINT (2.187383 41.4262731),Barcelona,carrer Pacífic 61,Pharmacy
1343390879,POINT (2.1752469 41.40527),Barcelona,,Pharmacy
1343797332,POINT (2.1258408 41.3805817),Barcelona,carrer Comandant Benitez 30,Pharmacy
1345276492,POINT (2.1527779 41.4024315),Barcelona,,Pharmacy
1357211195,POINT (2.1587343 41.4045145),Barcelona,carrer Torrent D'En Vidalet 35,Pharmacy
1357211266,POINT (2.1507105 41.4053041),Barcelona,carrer Gran De Gracia 237,Pharmacy
1357512133,POINT (2.1506816 41.3896561),Barcelona,carrer Villarroel 201,Pharmacy
1368519080,POINT (2.1551764 41.4013552),Barcelona,carrer Ros D'Olano 15,Pharmacy
1374308500,POINT (2.1204842 41.3897403),Barcelona,passeig de Manuel Girona 4,Pharmacy
1374539434,POINT (2.1423258 41.4220453),Barcelona,carrer Arenys 25,Pharmacy
1374545262,POINT (2.1471603 41.4231784),Barcelona,carrer Arenys 108,Pharmacy
1374637982,POINT (2.1619319 41.3850083),Barcelona,gv corts catalanes 00571,Pharmacy
1410985527,POINT (2.184027 41.4007844),Barcelona,carrer Padilla 156,Pharmacy
1415379792,POINT (2.1277209 41.3788027),Barcelona,avinguda Madrid 103,Pharmacy
1445371244,POINT (2.1607109 41.4013185),Barcelona,,Pharmacy
1458911238,POINT (2.1812194 41.4303531),Barcelona,passeig de Fabra i Puig 136,Pharmacy
1461097771,POINT (2.1395282 41.4185914),Barcelona,passeig de la Vall D'Hebron 58,Pharmacy
1472999638,POINT (2.1177342 41.3758686),Barcelona,carrer Collblanc 66,Pharmacy
1483279485,POINT (2.1581269 41.407653),Barcelona,plaça Rovira I Trias 11,Pharmacy
