Id,Geometry,City,Address,Amenity
1483279633,POINT (2.1584737 41.4073716),Barcelona,plaça Rovira I Trias 1,Pharmacy
1497126915,POINT (2.1817293 41.3717896),Barcelona,mo barcelona 1,Pharmacy
1588288897,POINT (2.1580868 41.4229812),Barcelona,rambla Carmel 82,Pharmacy
1588288901,POINT (2.162453 41.4238495),Barcelona,carrer Pedrell 121,Pharmacy
1588293533,POINT (2.1552548 41.423936),Barcelona,carrer Llobregos 140,Pharmacy
1588293535,POINT (2.1575799 41.4253291),Barcelona,rambla Carmel 44,Pharmacy
1596815715,POINT (2.1881188 41.3815974),Barcelona,carrer Ginebra 13,Pharmacy
1634930367,POINT (2.1695952 41.4421635),Barcelona,vi favència 0172,Pharmacy
1635303512,POINT (2.169692 41.4381828),Barcelona,passeig de Valldaura 184,Pharmacy
1635313894,POINT (2.1755056 41.4386152),Barcelona,passeig de Valldaura 191,Pharmacy
1635394057,POINT (2.1724667 41.4356175),Barcelona,passeig de Verdum 2,Pharmacy
1635399808,POINT (2.1745367 41.4306264),Barcelona,carrer Doctor Pi I Molist 1,Pharmacy
1636937802,POINT (2.1680412 41.387509),Barcelona,rambla Catalunya 1,Pharmacy
1637113030,POINT (2.1165524 41.3770594),Barcelona,avinguda Sant Ramon Nonat 23,Pharmacy
1659740688,POINT (2.1432103 41.3951306),Barcelona,carrer Laforja 109,Pharmacy
1666958588,POINT (2.1239979 41.3750461),Barcelona,carrer Torns 31,Pharmacy
1677723370,POINT (2.1296664 41.3829679),Barcelona,Travessera De Les Corts 190,Pharmacy
1706985414,POINT (2.1609175 41.3739469),Barcelona,carrer Elcano 70,Pharmacy
1720802592,POINT (2.1522228 41.403036),Barcelona,carrer Gran De Gracia 167,Pharmacy
1720822314,POINT (2.150339 41.4032686),Barcelona,carrer Carolines 26,Pharmacy
1744712806,POINT (2.1756301 41.4428831),Barcelona,carrer Viladrosa 51-59,Pharmacy
1804156486,POINT (2.1787601 41.381529),Barcelona,plaça Regomir 3,Pharmacy
1824133926,POINT (2.1630604 41.3742972),Barcelona,carrer Blasco De Garay 10,Pharmacy
1824133942,POINT (2.1644987 41.3738458),Barcelona,carrer Tapioles 16,Pharmacy
1854110315,POINT (2.1847584 41.4504768),Barcelona,carrer Vila-Real 3-5,Pharmacy
1878636905,POINT (2.1269597 41.3720041),Barcelona,riera Blanca 109,Pharmacy
1886635514,POINT (2.1568287 41.3930495),Barcelona,carrer Rosselló 215,Pharmacy
1889913518,POINT (2.1574701 41.3918448),Barcelona,carrer Provença 195,Pharmacy
1933607876,POINT (2.1411131 41.4248731),Barcelona,carrer de Judea 1,Pharmacy
1934408100,POINT (2.2043058 41.4045602),Barcelona,carrer Pujadas 247,Pharmacy
1934456528,POINT (2.2061286 41.4021586),Barcelona,carrer Ramon Turro 252,Pharmacy
1934456533,POINT (2.2023 41.4012401),Barcelona,carrer Llull 187,Pharmacy
1934456740,POINT (2.2027304 41.4000842),Barcelona,rambla Poblenou 46,Pharmacy
1934457204,POINT (2.204458 41.4028843),Barcelona,carrer Llull 229,Pharmacy
1934457513,POINT (2.2068807 41.4047252),Barcelona,carrer Llull 269,Pharmacy
1934457525,POINT (2.2019129 41.4055342),Barcelona,carrer Lope de Vega 123,Pharmacy
1934457542,POINT (2.2117058 41.4052437),Barcelona,Carrer de Provençals 12,Pharmacy
1934457572,POINT (2.2102018 41.4081851),Barcelona,carrer de Selva de Mar 34,Pharmacy
1980989524,POINT (2.1453548 41.3885437),Barcelona,carrer Viladomat 295,Pharmacy
2032216670,POINT (2.1820516 41.3969343),Barcelona,carrer Sardenya 184,Pharmacy
2066032263,POINT (2.1665051 41.440243),Barcelona,carrer Guineueta 19,Pharmacy
2086329631,POINT (2.1877373 41.3910479),Barcelona,carrer Wellington 52,Pharmacy
2086329642,POINT (2.1945018 41.3908955),Barcelona,carrer Joan Miró 24,Pharmacy
2091604670,POINT (2.1459972 41.3782854),Barcelona,carrer Aragó 1,Pharmacy
2105836392,POINT (2.1135925 41.3789245),Barcelona,avinguda Xile 42,Pharmacy
2120127378,POINT (2.1556003 41.3794256),Barcelona,gv corts catalanes 00470,Pharmacy
2182487385,POINT (2.1912932 41.4041272),Barcelona,Avinguda Diagonal 197,Pharmacy
2192117823,POINT (2.1825205 41.4152692),Barcelona,carrer Freser 194-8,Pharmacy
2192119095,POINT (2.1796834 41.4153507),Barcelona,carrer Sant Antoni Maria Claret 229,Pharmacy
2193095363,POINT (2.1968957 41.4046053),Barcelona,rambla Poblenou 134,Pharmacy
2193095436,POINT (2.1941251 41.4053484),Barcelona,,Pharmacy
2193415469,POINT (2.196638 41.4029829),Barcelona,carrer Llacuna 100,Pharmacy
2264573383,POINT (2.1737232 41.3931931),Barcelona,gv corts catalanes 688,Pharmacy
2296764799,POINT (2.152678 41.3799006),Barcelona,carrer Rocafort 92,Pharmacy
2338516607,POINT (2.1741938 41.40992),Barcelona,avinguda Gaudi 71,Pharmacy
2339788074,POINT (2.1925778 41.4519137),Barcelona,carrer Mare de Déu de Lorda 57,Pharmacy
2349711088,POINT (2.1898093 41.4145634),Barcelona,,Pharmacy
2360847337,POINT (2.1737548 41.3797958),Barcelona,carrer Unió 5,Pharmacy
2383105842,POINT (2.1491525 41.4201466),Barcelona,passeig de la Mare de Déu del Coll 150,Pharmacy
2383115148,POINT (2.148935 41.4181211),Barcelona,carrer Mora D'Ebre 43,Pharmacy
2383120048,POINT (2.1477014 41.4151346),Barcelona,carrer Sant Eudald 56,Pharmacy
2394416126,POINT (2.1717121 41.4057048),Barcelona,carrer Corsega 526,Pharmacy
2403178642,POINT (2.1703443 41.4348417),Barcelona,,Pharmacy
2421223096,POINT (2.135489 41.3815905),Barcelona,avinguda Madrid 222,Pharmacy
2435574780,POINT (2.1795829 41.3800201),Barcelona,carrer Ample 25,Pharmacy
2435574781,POINT (2.1783411 41.3805617),Barcelona,carrer Avinyo 27,Pharmacy
2435574782,POINT (2.1775538 41.380757),Barcelona,carrer Avinyó 32,Pharmacy
2437908873,POINT (2.1796725 41.3807427),Barcelona,carrer Gignas 5,Pharmacy
2457812283,POINT (2.1792509 41.3844482),Barcelona,carrer Princesa 7,Pharmacy
2487149447,POINT (2.162395 41.3828782),Barcelona,carrer Sepulveda 170,Pharmacy
2491595167,POINT (2.1935309 41.3933052),Barcelona,carrer Zamora 38,Pharmacy
2627845564,POINT (2.1878888 41.4147666),Barcelona,carrer Navas de Tolosa 270,Pharmacy
2627845568,POINT (2.1849973 41.4165696),Barcelona,carrer Navas de Tolosa 329,Pharmacy
2627845573,POINT (2.1851236 41.4178191),Barcelona,carrer de la Indústria 339,Pharmacy
2677630671,POINT (2.139365 41.4258909),Barcelona,carrer Naim 1,Pharmacy
2677630674,POINT (2.1376299 41.4276783),Barcelona,carrer Idumea 14,Pharmacy
2682532971,POINT (2.1671939 41.4023067),Barcelona,carrer Corsega 446,Pharmacy
2684744024,POINT (2.1826364 41.4407244),Barcelona,carrer Argullos 49,Pharmacy
2684909287,POINT (2.1847918 41.442791),Barcelona,carrer Tissó 4,Pharmacy
2738262860,POINT (2.1745391 41.4341735),Barcelona,carrer Deia 20,Pharmacy
2794933219,POINT (2.1448728 41.3808349),Barcelona,avinguda Roma 18,Pharmacy
2814259719,POINT (2.1221902 41.399105),Barcelona,carrer Major De Sarria 94,Pharmacy
2879016202,POINT (2.167877 41.3848853),Barcelona,carrer Tallers 42,Pharmacy
2956932679,POINT (2.2055769 41.4363474),Barcelona,carrer Sant Adria 131,Pharmacy
2956932685,POINT (2.2041235 41.4376359),Barcelona,carrer Sas 31,Pharmacy
2967370355,POINT (2.1616302 41.4038731),Barcelona,ts de gracia 235,Pharmacy
2969276874,POINT (2.1639381 41.4031663),Barcelona,carrer de Sant Antoni Maria Claret 18,Pharmacy
2969276957,POINT (2.1722369 41.4023747),Barcelona,plaça Sagrada Família 7,Pharmacy
2969277278,POINT (2.1680051 41.4002511),Barcelona,passeig de Sant Joan 117,Pharmacy
2971984060,POINT (2.1713169 41.380776),Barcelona,carrer Hospital 42,Pharmacy
3005479342,POINT (2.1611211 41.4149632),Barcelona,Carrer Bismarck 2,Pharmacy
3006291530,POINT (2.1629952 41.4152094),Barcelona,carrer Vallseca 30,Pharmacy
3008738133,POINT (2.1738067 41.4422825),Barcelona,carrer Almagro 10,Pharmacy
3008744999,POINT (2.1778147 41.4425049),Barcelona,vi julia 00117,Pharmacy
3011015936,POINT (2.1933087 41.4122977),Barcelona,carrer Lope de Vega 282,Pharmacy
3013741451,POINT (2.1619594 41.4140773),Barcelona,,Pharmacy
3023972668,POINT (2.2057575 41.3994291),Barcelona,carrer Taulat 62,Pharmacy
3027188148,POINT (2.1961975 41.3996416),Barcelona,carrer Ciutat de Granada 81,Pharmacy
3027823936,POINT (2.1946527 41.4099105),Barcelona,gv corts catalanes 931,Pharmacy
3032894536,POINT (2.1979298 41.4068534),Barcelona,carrer Bilbao 145,Pharmacy
3040074233,POINT (2.1938763 41.4171648),Barcelona,carrer Menorca 6,Pharmacy
3044251733,POINT (2.199688 41.4053916),Barcelona,carrer Pere Iv 209,Pharmacy
3044251735,POINT (2.2073347 41.4086686),Barcelona,avinguda Diagonal 84-86,Pharmacy
3044252634,POINT (2.2028529 41.407045),Barcelona,Avinguda Diagonal 111,Pharmacy
3044254937,POINT (2.2030267 41.4096023),Barcelona,,Pharmacy
3045433833,POINT (2.1986425 41.4037283),Barcelona,carrer Pere Iv 210,Pharmacy
3046154933,POINT (2.1949495 41.4069487),Barcelona,carrer Sant Joan de Malta 111,Pharmacy
3046155533,POINT (2.1947634 41.4086654),Barcelona,gv corts catalanes 00938,Pharmacy
3046157036,POINT (2.1984761 41.4135438),Barcelona,carrer Fluvia 194,Pharmacy
3046160434,POINT (2.196296 41.4151054),Barcelona,carrer Fluvia 216,Pharmacy
3048036438,POINT (2.2041058 41.3987464),Barcelona,,Pharmacy
3048078638,POINT (2.1997385 41.4027562),Barcelona,carrer Pallars 231,Pharmacy
3049368243,POINT (2.1881084 41.4073911),Barcelona,carrer Clot 50,Pharmacy
3049368337,POINT (2.1918632 41.4108485),Barcelona,carrer del Concili de Trento 7-9,Pharmacy
3049395433,POINT (2.1881449 41.4078827),Barcelona,,Pharmacy
3049395442,POINT (2.1886483 41.4086119),Barcelona,,Pharmacy
3049395444,POINT (2.1889494 41.4093741),Barcelona,carrer Clot 114,Pharmacy
3058163666,POINT (2.1958873 41.3961937),Barcelona,carrer de Llull 102,Pharmacy
3068103254,POINT (2.1827564 41.3985508),Barcelona,carrer Casp 151,Pharmacy
3068103255,POINT (2.1790957 41.3918651),Barcelona,passeig de Sant Joan 3,Pharmacy
3068367474,POINT (2.2106526 41.4014705),Barcelona,,Pharmacy
3068367475,POINT (2.2078181 41.4221871),Barcelona,,Pharmacy
3068367476,POINT (2.19832 41.4175532),Barcelona,rambla de Guipúscoa 69,Pharmacy
3068367477,POINT (2.2014915 41.4024113),Barcelona,carrer Mariano Aguilo 53,Pharmacy
3068367478,POINT (2.2158403 41.413487),Barcelona,rambla de Prim 45,Pharmacy
3068367480,POINT (2.1962962 41.4131435),Barcelona,,Pharmacy
3068918865,POINT (2.1374423 41.4104493),Barcelona,passeig de Sant Gervasi 53,Pharmacy
3068918866,POINT (2.1396257 41.4099882),Barcelona,carrer Bertran 129,Pharmacy
3068918867,POINT (2.1378629 41.4126396),Barcelona,passeig de Sant Gervasi 75,Pharmacy
3080109634,POINT (2.1904557 41.4161511),Barcelona,carrer d'Espronceda 308,Pharmacy
3103545160,POINT (2.1882145 41.417563),Barcelona,carrer Espronceda 363-365,Pharmacy
3120101531,POINT (2.1407007 41.3796384),Barcelona,plaça Països Catalans 1,Pharmacy
3140387929,POINT (2.1923671 41.4089655),Barcelona,carrer Sant Joan de Malta 43,Pharmacy
3140388329,POINT (2.1939015 41.4142278),Barcelona,carrer Guipuzcoa 21 BI,Pharmacy
3144668929,POINT (2.1873069 41.4108593),Barcelona,carrer Valencia 621,Pharmacy
3165823562,POINT (2.1879832 41.4130628),Barcelona,carrer Mallorca 621,Pharmacy
3167101507,POINT (2.1842705 41.396464),Barcelona,carrer Marina 121,Pharmacy
3167107920,POINT (2.1852488 41.3969953),Barcelona,carrer Ali-Bei 131,Pharmacy
3193826561,POINT (2.1830542 41.3813166),Barcelona,carrer Reina Cristina 1,Pharmacy
3219373761,POINT (2.1517271 41.3940484),Barcelona,carrer Aribau 179,Pharmacy
3219373762,POINT (2.1520711 41.3924661),Barcelona,carrer Muntaner 184,Pharmacy
3222124561,POINT (2.1314732 41.3815185),Barcelona,carrer Lluça 22,Pharmacy
3288174366,POINT (2.1667564 41.393373),Barcelona,carrer Arago 286,Pharmacy
3288174763,POINT (2.1673056 41.39612),Barcelona,carrer Bruc 114,Pharmacy
3288177865,POINT (2.1664908 41.3915476),Barcelona,carrer Consell De Cent 312,Pharmacy
3288203661,POINT (2.1673741 41.3973212),Barcelona,carrer Mallorca 312,Pharmacy
3288657964,POINT (2.1805047 41.3852883),Barcelona,carrer Princesa 20,Pharmacy
3288657966,POINT (2.1813213 41.3861045),Barcelona,carrer Princesa 39,Pharmacy
3290621765,POINT (2.2008083 41.4188722),Barcelona,rambla de Guipúscoa 98,Pharmacy
3328694988,POINT (2.1708452 41.3896811),Barcelona,carrer Pau Claris 83,Pharmacy
3360309193,POINT (2.1126789 41.3871069),Barcelona,carrer Jordi Girona 2,Pharmacy
3361982994,POINT (2.1830222 41.4090455),Barcelona,carrer Mallorca 554,Pharmacy
3361983193,POINT (2.181875 41.4084631),Barcelona,carrer Mallorca 519,Pharmacy
3361983693,POINT (2.184219 41.4095759),Barcelona,carrer Rogent 54,Pharmacy
3361984093,POINT (2.1863435 41.4098537),Barcelona,carrer Valencia 614 Bis,Pharmacy
3369147993,POINT (2.1775183 41.3858274),Barcelona,avinguda Francesc Cambó 12,Pharmacy
3372080295,POINT (2.1454012 41.3973876),Barcelona,carrer Muntaner 322,Pharmacy
3416765896,POINT (2.18537 41.4217718),Barcelona,carrer Felip Ii 112,Pharmacy
3416766494,POINT (2.1796255 41.423508),Barcelona,carrer Garcilaso 213,Pharmacy
3419546595,POINT (2.1710669 41.428518),Barcelona,carrer Santa Matilde 8,Pharmacy
3434283593,POINT (2.1482236 41.3982171),Barcelona,carrer Laforja 56,Pharmacy
3601250999,POINT (2.1682325 41.4067436),Barcelona,Carrer de Sant Antoni Maria Claret 57,Pharmacy
3605373431,POINT (2.1405379 41.3978126),Barcelona,Via Augusta 00189,Pharmacy
3612155093,POINT (2.1848722 41.430333),Barcelona,carrer Llenguadoc 118,Pharmacy
3612155197,POINT (2.1895477 41.4302523),Barcelona,rambla Fabra I Puig 2,Pharmacy
3706327551,POINT (2.1695948 41.3961127),Barcelona,carrer Girona 90,Pharmacy
3746129126,POINT (2.1486344 41.4090594),Barcelona,,Pharmacy
3746129525,POINT (2.1471607 41.4113477),Barcelona,carrer Mare De Déu Del Coll 99,Pharmacy
3757563536,POINT (2.142401 41.3970265),Barcelona,carrer Amigo 70,Pharmacy
3757566857,POINT (2.1415345 41.3964728),Barcelona,carrer Calvet 70,Pharmacy
3762048668,POINT (2.1741037 41.4176314),Barcelona,carrer Juliol 27,Pharmacy
3793076560,POINT (2.145926 41.3991649),Barcelona,carrer Aribau 312 b,Pharmacy
3793076562,POINT (2.1489038 41.4010562),Barcelona,Via Augusta 00103,Pharmacy
3828827757,POINT (2.1449827 41.3760196),Barcelona,carrer Consell De Cent 22,Pharmacy
3834778758,POINT (2.1742257 41.3737132),Barcelona,carrer Albareda 6-8,Pharmacy
3878908281,POINT (2.1619763 41.3722367),Barcelona,,Pharmacy
3890443064,POINT (2.1835419 41.4046262),Barcelona,carrer Consell de Cent 575,Pharmacy
3940075728,POINT (2.1646625 41.3773148),Barcelona,ronda Sant Pau 51,Pharmacy
3944189153,POINT (2.1419484 41.4298961),Barcelona,,Pharmacy
3968616457,POINT (2.1547392 41.3762965),Barcelona,avinguda Mistral 48,Pharmacy
3979758047,POINT (2.1678836 41.3727744),Barcelona,carrer Nou de Les Rambles 147,Pharmacy
3988548467,POINT (2.1646734 41.372533),Barcelona,carrer Poeta Cabanyes 67,Pharmacy
4006546138,POINT (2.1346974 41.378896),Barcelona,carrer Galileu 104,Pharmacy
4006941010,POINT (2.1277335 41.4019779),Barcelona,carrer Calatrava 77,Pharmacy
4040491253,POINT (2.1311927 41.399678),Barcelona,,Pharmacy
4041833705,POINT (2.1342395 41.4064351),Barcelona,,Pharmacy
4041878568,POINT (2.1311316 41.4028003),Barcelona,carrer Ganduxer 129,Pharmacy
4041976734,POINT (2.1292682 41.3961936),Barcelona,carrer Castellnou 42,Pharmacy
4054913548,POINT (2.1245834 41.399928),Barcelona,,Pharmacy
4060217595,POINT (2.1997215 41.3959331),Barcelona,carrer Josep Trueta 147,Pharmacy
4109301975,POINT (2.201792 41.4139071),Barcelona,,Pharmacy
4120640594,POINT (2.1668457 41.3948108),Barcelona,carrer Roger De Lluria 74,Pharmacy
4126542063,POINT (2.1694527 41.4027693),Barcelona,carrer Napols 271,Pharmacy
4126604442,POINT (2.1693893 41.4042267),Barcelona,carrer Corsega 507,Pharmacy
4126632902,POINT (2.1691422 41.3993792),Barcelona,passeig de Sant Joan 101,Pharmacy
4128896891,POINT (2.1658802 41.4032668),Barcelona,carrer Industria 25,Pharmacy
4150498094,POINT (2.1658109 41.4046394),Barcelona,carrer Sant Antoni Maria Claret 40,Pharmacy
4150499795,POINT (2.1629359 41.4061054),Barcelona,carrer Francesc Pi I Margall 5,Pharmacy
4150522694,POINT (2.1641922 41.4050242),Barcelona,carrer Roger De Flor 303,Pharmacy
4159416292,POINT (2.164486 41.401692),Barcelona,carrer Bailen 200,Pharmacy
4172983232,POINT (2.1640378 41.4070882),Barcelona,carrer Romans 1,Pharmacy
4229257490,POINT (2.1607686 41.4309213),Barcelona,plaça Eivissa 14,Pharmacy
4254686751,POINT (2.1850181 41.3926937),Barcelona,carrer Wellington 27,Pharmacy
4254698177,POINT (2.1803061 41.3917027),Barcelona,passeig de Sant Joan 2,Pharmacy
4290976297,POINT (2.125712 41.3750814),Barcelona,carrer Bassegoda 11,Pharmacy
4302448908,POINT (2.1577335 41.3809479),Barcelona,carrer Comte Borrell 133,Pharmacy
4304733920,POINT (2.1848867 41.4149508),Barcelona,carrer de Trinxant 65,Pharmacy
4318440848,POINT (2.1984661 41.4151688),Barcelona,carrer Julian Besteiro 3,Pharmacy
4322554797,POINT (2.1875524 41.3925039),Barcelona,carrer Sardenya 61,Pharmacy
4345425030,POINT (2.2084575 41.4202547),Barcelona,Gran Via de les Corts Catalanes 1157,Pharmacy
4361514598,POINT (2.1129326 41.3775677),Barcelona,carrer Pisuerga 20,Pharmacy
4361598190,POINT (2.1148665 41.3308327),Barcelona,carrer Major de Mercabarna 86,Pharmacy
4362317797,POINT (2.1155245 41.3774031),Barcelona,carrer Cardenal Reig 22,Pharmacy
4364946991,POINT (2.1340592 41.3665124),Barcelona,carrer Badal 25,Pharmacy
4370146581,POINT (2.1630682 41.3799498),Barcelona,ronda Sant Antoni 15,Pharmacy
4370146660,POINT (2.1633671 41.3793289),Barcelona,ronda Sant Antoni 12,Pharmacy
4375237802,POINT (2.187176 41.3953251),Barcelona,avinguda Meridiana 30,Pharmacy
4392869790,POINT (2.174377 41.3995171),Barcelona,carrer Arago 395,Pharmacy
4392869791,POINT (2.1765995 41.3994744),Barcelona,carrer del Consell De Cent 475 Bis,Pharmacy
4424051887,POINT (2.1349691 41.3637902),Barcelona,gv corts catalanes 130,Pharmacy
4455240703,POINT (2.151276 41.396629),Barcelona,carrer Tuset 34,Pharmacy
4461265891,POINT (2.1576571 41.3975988),Barcelona,passeig de Gràcia 129,Pharmacy
4482541721,POINT (2.1794733 41.389258),Barcelona,plaça Sant Pere 5,Pharmacy
4511533789,POINT (2.1762822 41.3859602),Barcelona,vi laietana 00040,Pharmacy
4523228420,POINT (2.157365 41.3984001),Barcelona,Carrer Gran de Gràcia 16,Pharmacy
4568324389,POINT (2.1648364 41.3755377),Barcelona,carrer Compte Borrell 7,Pharmacy
4573675844,POINT (2.1241779 41.3870796),Barcelona,avinguda Diagonal 635,Pharmacy
4653464390,POINT (2.1617649 41.376026),Barcelona,carrer Parlament 17,Pharmacy
4653476589,POINT (2.1613134 41.3767872),Barcelona,carrer Viladomat 40,Pharmacy
4653496989,POINT (2.162387 41.3777959),Barcelona,,Pharmacy
4668670695,POINT (2.1627146 41.3771312),Barcelona,,Pharmacy
4668716291,POINT (2.1595012 41.3747922),Barcelona,avinguda Paral Lel 131,Pharmacy
4677239987,POINT (2.1239439 41.4011524),Barcelona,passeig de la Bonanova 105,Pharmacy
4677240790,POINT (2.1277239 41.4036048),Barcelona,passeig de la Bonanova 54,Pharmacy
4680760651,POINT (2.1326705 41.4045451),Barcelona,,Pharmacy
4684485435,POINT (2.1613115 41.4090401),Barcelona,carrer Providencia 128,Pharmacy
4711659155,POINT (2.174919 41.3869997),Barcelona,vi laietana 00050,Pharmacy
